journal_title,alt_title,pissn,eissn,language,publisher,country_of_pub,APC,waiver,date_added_to_doaj,APC_in_dollar
Revista Brasileira de Enfermagem,NA,0034-7167,1984-0446,"English, Portuguese, Spanish",Associação Brasileira de Enfermagem,Brazil,TRUE,FALSE,2007-11-15T14:10:14Z,251.3888
Revista Brasileira de Estudos Pedagógicos,RBEP,0034-7183,2176-6681,"English, Portuguese, Spanish",Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira,Brazil,FALSE,FALSE,2015-05-25T15:53:23Z,NA
Revista Brasileira de Estudos Políticos,NA,0034-7191,2359-5736,Portuguese,Universidade Federal de Minas Gerais,Brazil,FALSE,FALSE,2019-03-31T20:55:45Z,NA
Revista Brasileira de Odontologia,Brazilian Journal of Dentistry,0034-7272,1984-3747,English,Associação Brasileira de Odontologia,Brazil,FALSE,FALSE,2018-05-27T18:47:03Z,NA
Revista Brasileira de Oftalmologia,NA,0034-7280,1982-8551,"English, Portuguese, Spanish",Sociedade Brasileira de Oftalmologia,Brazil,FALSE,FALSE,2008-04-11T14:38:42Z,NA
Revista Brasileira de Política Internacional,NA,0034-7329,1983-3121,"English, Portuguese, Spanish",Instituto Brasileiro de Relações Internacionais,Brazil,FALSE,FALSE,2005-08-24T07:48:23Z,NA
Revista Ceres,NA,0034-737X,2177-3491,"English, Portuguese",Universidade Federal De Viçosa,Brazil,TRUE,FALSE,2012-05-09T10:18:38Z,48.344
Revista Chilena de Entomología,NA,0034-740X,0718-8994,"English, Spanish",Sociedad Chilena de Entomología,Chile,FALSE,FALSE,2018-08-03T16:55:12Z,NA
Revista Colombiana de Obstetricia y Ginecología,NA,0034-7434,2463-0225,"English, Spanish",Federación Colombiana de Obstetricia y Ginecología,Colombia,FALSE,FALSE,2019-12-03T16:37:51Z,NA
Revista Cubana de Cirugía,NA,0034-7493,1561-2945,Spanish,Editorial Ciencias Médicas,Cuba,FALSE,FALSE,2017-02-09T15:51:46Z,NA
Revista Cubana de Estomatología,NA,0034-7507,1561-297X,"Spanish, English",Editorial Ciencias Médicas,Cuba,FALSE,FALSE,2016-11-17T16:22:17Z,NA
Revista Cubana de Medicina,NA,0034-7523,1561-302X,Spanish,Editorial Ciencias Médicas,Cuba,FALSE,FALSE,2020-11-18T18:07:27Z,NA
Revista Cubana de Pediatría,NA,0034-7531,1561-3119,Spanish,Editorial Ciencias Médicas,Cuba,FALSE,FALSE,2016-11-21T15:19:46Z,NA
RAE: Revista de Administração de Empresas,RAE,0034-7590,2178-938X,"English, Portuguese, Spanish",Fundação Getulio Vargas,Brazil,FALSE,FALSE,2009-06-12T13:41:15Z,NA
Revista de Administração Pública,RAP,0034-7612,NA,"English, Portuguese, Spanish",Fundação Getúlio Vargas,Brazil,FALSE,FALSE,2006-06-30T13:59:54Z,NA
Revista de Antropologia,Revista de Antropologia (Universidade de São Paulo),0034-7701,1678-9857,Portuguese,Universidade de São Paulo (USP),Brazil,FALSE,FALSE,2019-04-07T00:33:58Z,NA
Revista de Biología Tropical,International Journal of Tropical Biology and Conservancy,0034-7744,0034-7744,"English, Spanish",Vicerractoría Investigación,Costa Rica,FALSE,FALSE,2016-11-11T09:33:13Z,NA
Revista de Dialectología y Tradiciones Populares,NA,0034-7981,1988-8457,"English, Spanish",Consejo Superior de Investigaciones Científicas,Spain,FALSE,FALSE,2011-05-04T15:19:12Z,NA
Revista de Economía y Estadística,NA,0034-8066,2451-7321,"Spanish, English, Portuguese",Universidad Nacional de Córdoba,Argentina,FALSE,FALSE,2021-03-03T14:44:49Z,NA
Revista de Filosofía,NA,0034-8236,0718-4360,Spanish,Universidad de Chile,Chile,FALSE,FALSE,2009-05-12T12:25:46Z,NA
Revista de Filosofia,NA,0034-8244,1988-284X,"English, French, German, Italian, Portuguese, Spanish",Universidad Complutense de Madrid,Spain,FALSE,FALSE,2018-09-11T14:32:24Z,NA
Revista de História,NA,0034-8309,2316-9141,Portuguese,Universidade de São Paulo,Brazil,FALSE,FALSE,2016-11-23T21:44:05Z,NA
Revista de Indias,NA,0034-8341,1988-3188,"Spanish, Portuguese, French, English",Consejo Superior de Investigaciones Científicas,Spain,FALSE,FALSE,2010-10-06T15:31:09Z,NA
Revista de Investigación Clínica,Clinical and Translational Investigation,0034-8376,2564-8896,English,Permanyer,Spain,FALSE,FALSE,2021-03-26T14:01:05Z,NA
Revista de Literatura,NA,0034-849X,1988-4192,Spanish,Consejo Superior de Investigaciones Científicas,Spain,FALSE,FALSE,2015-05-22T11:46:57Z,NA
Revista de Metalurgia,NA,0034-8570,1988-4222,"English, Spanish",Consejo Superior de Investigaciones Científicas,Spain,FALSE,FALSE,2010-04-22T15:38:42Z,NA
Revista de Neuro-Psiquiatría,NA,0034-8597,1609-7394,"English, Portuguese, Spanish",Universidad Peruana Cayetano Heredia,Peru,FALSE,TRUE,2020-11-11T17:33:27Z,NA
Revista de Pedagogie,Journal of Pedagogy,0034-8678,2559-639X,"English, Romanian",National Centre for Policy and Evaluation in Education,Romania,FALSE,FALSE,2017-12-07T11:06:16Z,NA
Revista de Saúde Pública,NA,0034-8910,1518-8787,"English, Portuguese, Spanish",Universidade de São Paulo,Brazil,TRUE,FALSE,2004-04-23T21:31:01Z,348.0768
Interamerican Journal of Psychology,Revista Interamericana de Psicología,0034-9690,NA,"English, French, Portuguese, Spanish",University of Florida,United States,FALSE,FALSE,2017-01-03T21:33:45Z,NA
Revista Internacional de Sociología,NA,0034-9712,1988-429X,"English, Spanish",Consejo Superior de Investigaciones Científicas,Spain,FALSE,FALSE,2010-05-11T13:43:28Z,NA
Revue de Géographie Alpine,Journal of Alpine Research,0035-1121,1760-7426,"English, French",Institut de Géographie Alpine,France,FALSE,FALSE,2010-11-18T15:16:01Z,NA
Rivista di Estetica,NA,0035-6212,2421-5864,"English, French, Italian",Rosenberg & Sellier,Italy,FALSE,FALSE,2017-07-14T07:35:51Z,NA
Rivista Italiana di Ornitologia - Research in Ornithology,RIO,0035-6875,2385-0833,"English, Italian",PAGEPress Publications,Italy,FALSE,TRUE,2015-12-29T15:17:14Z,NA
Rivista Italiana di Paleontologia e Stratigrafia,NA,0035-6883,2039-4942,English,Università degli Studi di Milano,Italy,FALSE,FALSE,2016-02-02T16:32:42Z,NA
Roczniki Panstwowego Zakladu Higieny,Annals of the National Institute of Hygiene,0035-7715,2451-2311,English,National Institute of Public Health - National Institute of Hygiene,Poland,TRUE,FALSE,2018-10-29T17:16:40Z,176.93415000000002
Ruch Filozoficzny,Ruch FIlozoficzny Quarterly,0035-9599,NA,"English, French, German, Polish",Nicolaus Copernicus University in Toruń,Poland,FALSE,FALSE,2019-02-14T17:15:33Z,NA
"Ruch Prawniczy, Ekonomiczny i Socjologiczny","Journal of Law, Economics and Sociology",0035-9629,2543-9170,"Polish, English","Adam Mickiewicz University, Poznan",Poland,FALSE,FALSE,2021-07-06T12:18:49Z,NA
Salud Pública de México,NA,0036-3634,NA,"Spanish, English",Instituto Nacional de Salud Pública,Mexico,FALSE,FALSE,2004-04-23T21:31:01Z,NA
Revista do Instituto de Medicina Tropical de São Paulo,NA,0036-4665,1678-9946,"English, Portuguese",Universidade de São Paulo,Brazil,TRUE,FALSE,2004-04-23T21:31:01Z,400
Scientia Pharmaceutica,NA,0036-8709,2218-0532,English,Österreichische Apotheker-Verlagsgesellschaft m. b. H.,Austria,TRUE,FALSE,2008-07-04T16:26:33Z,652.8054
Sefarad : Revista de Estudios Hebraicos y Sefardíes,NA,0037-0894,1988-320X,"English, Portuguese, Spanish",Consejo Superior de Investigaciones Científicas,Spain,FALSE,FALSE,2012-01-11T14:57:06Z,NA
Slovenské divadlo,Slovak Theatre,0037-699X,1336-8605,"English, Slovak","Slovak Academy of Sciences, Institute of Theatre and Film Research of The Art Research Centre",Slovakia,FALSE,FALSE,2018-02-05T13:51:03Z,NA
Služba Božja,NA,0037-7074,1849-1057,"Croatian, English, German, Italian",Catholic faculty of theology Split,Croatia,FALSE,FALSE,2017-08-28T06:56:44Z,NA
Social Work/Maatskaplike Werk,NA,0037-8054,2312-7198,"Afrikaans, English",Stellenbosch University,South Africa,TRUE,FALSE,2016-06-10T13:57:57Z,235.76796
Revista da Sociedade Brasileira de Medicina Tropical,Jornal Brasileiro de Medicina Tropical,0037-8682,1678-9849,"English, Portuguese, Spanish",Sociedade Brasileira de Medicina Tropical (SBMT),Brazil,FALSE,FALSE,2004-04-23T21:31:01Z,NA
Boletim da Sociedade Paranaense de Matemática,NA,0037-8712,2175-1188,"English, Portuguese",Sociedade Brasileira de Matemática,Brazil,FALSE,FALSE,2010-08-24T14:33:57Z,NA
BSGF - Earth Sciences Bulletin,Bulletin de la Société Géologique de France,0037-9409,1777-5817,"English, French",EDP Sciences,France,TRUE,TRUE,2019-07-17T09:42:29Z,589.7805000000001
Sociologija,NA,0038-0318,2406-0712,"English, Serbian",Sociological Scientific Society of Serbia,Serbia,FALSE,FALSE,2020-04-23T08:08:50Z,NA
South African Journal of Obstetrics and Gynaecology,SAJOG,0038-2329,2305-8862,English,Health and Medical Publishing Group,South Africa,FALSE,FALSE,2016-11-14T10:06:50Z,NA
South African Journal of Science,NA,0038-2353,1996-7489,English,Academy of Science of South Africa,South Africa,FALSE,FALSE,2010-09-13T10:30:48Z,NA
Stanovništvo,NA,0038-982X,2217-3986,"English, Serbian","Institute of Social Science, Belgrade",Serbia,FALSE,FALSE,2010-11-03T15:51:09Z,NA
Stomatološki glasnik Srbije,NA,0039-1743,1452-3701,"English, Serbian","Serbian Medical Society - Dental Section, Belgrade",Serbia,FALSE,FALSE,2018-07-22T17:23:34Z,NA
Strani pravni život,Foreign Legal Life,0039-2138,2620-1127,"Croatian, English, Serbian","Institute of Comparative Law, Belgrade",Serbia,FALSE,FALSE,2020-05-08T08:27:59Z,NA
Studia Psychologica,NA,0039-3320,2585-8815,English,"Slovak Academy of Sciences, Centre of Social and Psychological Sciences",Slovakia,FALSE,FALSE,2018-11-21T18:17:31Z,NA
Studia Socjologiczne,NA,0039-3371,2545-2770,"English, Polish","Instytut Filozofii i Socjologii PAN, Komitet Socjologii PAN, Wydział Filozofii i Socjologii UW",Poland,FALSE,FALSE,2020-06-08T15:08:18Z,NA
"Studii si Cercetari de Istoria Artei : Teatru, Muzică, Cinematografie",NA,0039-3991,2067-5119,"English, French, German, Romanian",Publishing House of the Romanian Academy,Romania,FALSE,FALSE,2010-10-29T13:31:43Z,NA
Taal en Tongval: Language Variation in the Low Countries,NA,0039-8691,2215-1214,"Dutch, English, German",Amsterdam University Press,Netherlands,TRUE,TRUE,2015-05-14T19:44:13Z,235.9122
Tehnika,NA,0040-2176,2560-3086,"English, Serbian",Savez inženjera i tehničara Srbije,Serbia,FALSE,FALSE,2017-07-05T08:45:19Z,NA
Tekstilna industrija,NA,0040-2389,NA,"English, Serbian","Union of Textile Engineers and Technicians of Serbia, Belgrade",Serbia,FALSE,FALSE,2020-05-01T08:12:35Z,NA
Терапевтический архив,Therapeutic Archive,0040-3660,2309-5342,Russian,"""Consilium Medicum"" Publishing house",Russian Federation,FALSE,FALSE,2018-12-15T11:11:29Z,NA
Terra,Maantieteellinen Aikakauskirja,0040-3741,2736-9331,"Swedish, Finnish",Geographical Society of Finland,Finland,FALSE,FALSE,2021-03-29T08:54:07Z,NA
Tidsskrift for Samfunnsforskning,Norwegian Journal of Social Research,0040-716X,1504-291X,Norwegian Bokmål,Scandinavian University Press/Universitetsforlaget,Norway,FALSE,FALSE,2017-11-29T09:01:43Z,NA
El Trimestre Económico,NA,0041-3011,2448-718X,Spanish,Fondo de Cultura Económica,Mexico,FALSE,FALSE,2017-01-03T20:50:10Z,NA
Tydskrif vir Letterkunde,Journal for Literature,0041-476X,2309-9070,"Afrikaans, Dutch, English, French",Tydskrif vir Letterkunde Association,South Africa,TRUE,TRUE,2016-11-14T10:44:15Z,413.628
Revista de la Unión Matemática Argentina,NA,0041-6932,1669-9637,English,Unión Matemática Argentina,Argentina,FALSE,FALSE,2020-04-15T13:59:52Z,NA
Tecnología Química,NA,0041-8420,2224-6185,Spanish,Universidad de Oriente,Cuba,FALSE,FALSE,2018-02-16T20:18:27Z,NA
Revista de Ciências Sociais,NA,0041-8862,2318-4620,Portuguese,Universidade Federal do Ceará,Brazil,FALSE,FALSE,2018-04-20T12:11:21Z,NA
Revista Universitas Medica,NA,0041-9095,2011-0839,Spanish,Pontificia Universidad Javeriana,Colombia,FALSE,FALSE,2019-03-26T03:12:19Z,NA
مجلة كلية الطب,Journal of the Faculty of Medicine Baghdad,0041-9419,2410-8057,English,Faculty of Medicine University of Baghdad,Iraq,TRUE,FALSE,2019-05-17T18:14:15Z,83
Veritas,Verita: Revista trimestral de filosofia da PUCRS,0042-3955,1984-6746,"English, French, German, Italian, Latin, Portuguese, Spanish",Editora da Pontifícia Universidade Católica do Rio Grande do Sul (EDIPUCRS),Brazil,FALSE,FALSE,2007-10-02T17:48:38Z,NA
Vestnik Dermatologii i Venerologii,NA,0042-4609,2313-6294,Russian,State Scientific Center of Dermatovenereology and Cosmetology,Russian Federation,FALSE,FALSE,2018-03-18T12:51:23Z,NA
Вестник хирургии имени И.И. Грекова,Grekov's Bulletin of Surgery,0042-4625,NA,Russian,Pavlov First Saint Petersburg State Medical University,Russian Federation,FALSE,FALSE,2019-06-13T18:24:53Z,NA
Вестник рентгенологии и радиологии,Journal of Radiology and Nuclear Medicine,0042-4676,2619-0478,"English, Russian","LUCHEVAYA DIAGNOSTIKA, LLC",Russian Federation,FALSE,FALSE,2020-08-26T16:05:15Z,NA
Journal of Hydrology and Hydromechanics,Vodohospodársky Časopis,0042-790X,NA,English,Sciendo,Poland,FALSE,FALSE,2015-04-19T12:32:04Z,NA
Vojnosanitetski Pregled,NA,0042-8450,2406-0720,"English, Serbian","Military Health Department, Ministry of Defance, Serbia",Serbia,TRUE,FALSE,2012-12-21T17:55:54Z,176.93415000000002
Vojnotehnički Glasnik,Military Technical Courier,0042-8469,2217-4753,"Serbian, Russian, English",University of Defence in Belgrade,Serbia,FALSE,FALSE,2014-07-23T08:27:13Z,NA
Wirtschaftsdienst,Journal for Economic Policy,0043-6275,1613-978X,German,Springer,Switzerland,FALSE,FALSE,2021-03-25T12:21:05Z,NA
Yoga-Mimamsa,NA,0044-0507,2394-2487,English,Wolters Kluwer Medknow Publications,India,FALSE,FALSE,2020-04-08T09:11:08Z,NA
Zapiski Historyczne,Historical Records,0044-1791,2449-8637,"English, German, Polish",Towarzystwo Naukowe w Toruniu,Poland,FALSE,FALSE,2017-01-31T10:26:53Z,NA
Životné prostredie,NA,0044-4863,2585-7800,Slovak,Institute of Landscape Ecology of the Slovak Academy of Sciences,Slovakia,FALSE,FALSE,2018-06-20T14:22:14Z,NA
Acta Amazonica,NA,0044-5967,NA,"English, Portuguese, Spanish",Instituto Nacional de Pesquisas da Amazônia,Brazil,FALSE,FALSE,2004-10-08T10:10:12Z,NA
Acta Medica Iranica,NA,0044-6025,1735-9694,English,Tehran University of Medical Sciences,"Iran, Islamic Republic of",FALSE,FALSE,2005-06-08T11:49:56Z,NA
Architecture & Urbanism,Architektúra & Urbanizmus,0044-8680,2729-8752,English,"Institute of History, Slovak Academy of Sciences",Slovakia,TRUE,FALSE,2021-07-14T18:49:48Z,235.9122
Archivum Mathematicum,NA,0044-8753,1212-5059,English,Masarykova Universita,Czechia,FALSE,FALSE,2003-11-17T00:00:00Z,NA
Revista Ciência Agronômica,NA,0045-6888,1806-6690,"English, Portuguese, Spanish",Universidade Federal do Ceará,Brazil,TRUE,FALSE,2012-05-09T10:35:00Z,69.61536
Egyptian Journal of Genetics and Cytology,EJGC,0046-161X,NA,English,The Egyptian Society of Genetics,Egypt,TRUE,FALSE,2017-08-23T13:21:49Z,47.8335
Fontes Linguae Vasconum,"FLV, Fontes Linguae Vasconum. Studia et Documenta",0046-435X,2530-5832,"Spanish, English, Basque",Gobierno de Navarra,Spain,FALSE,FALSE,2018-10-16T13:42:40Z,NA
"Inquiry: The Journal of Health Care Organization, Provision, and Financing",NA,0046-9580,1945-7243,English,SAGE Publishing,United States,TRUE,TRUE,2015-06-22T20:43:11Z,1200
Islas,"Revista de la Universidad Central ""Marta Abreu"" de Las Villas",0047-1542,1997-6720,Spanish,"Universidad Central ""Marta Abreu"" de Las Villas",Cuba,FALSE,FALSE,2020-05-29T17:50:44Z,NA
Jornal Brasileiro de Psiquiatria,NA,0047-2085,1982-0208,"English, Portuguese",Universidade Federal do Rio de Janeiro,Brazil,FALSE,FALSE,2007-07-31T14:24:59Z,NA
New Zealand Journal of Forestry Science,NZJFS,0048-0134,1179-5395,English,Scion,New Zealand,FALSE,FALSE,2012-05-04T10:21:32Z,NA
Pakistan Heart Journal,NA,0048-2706,2227-9199,English,Pakistan Cardiac Society,Pakistan,FALSE,FALSE,2015-05-26T13:55:29Z,NA
Psihologija,NA,0048-5705,1451-9283,"English, Serbian",Drustvo Psihologa Srbije,Serbia,FALSE,FALSE,2009-02-27T13:03:25Z,NA
Reumatismo,Reumatismo,0048-7449,2240-2683,"English, Italian",PAGEPress Publications,Italy,FALSE,FALSE,2012-10-03T13:42:12Z,NA
Revista Chilena de Literatura,NA,0048-7651,0718-2295,Spanish,Universidad de Chile,Chile,FALSE,FALSE,2005-08-24T13:01:05Z,NA
Santiago,NA,0048-9115,2227-6513,Spanish,Universidad de Oriente,Cuba,FALSE,FALSE,2017-10-30T17:22:53Z,NA
Acta Agrobotanica,NA,0065-0951,2300-357X,English,Polish Botanical Society,Poland,TRUE,FALSE,2012-11-27T10:46:49Z,471.8244
Acta Baltico-Slavica,NA,0065-1044,2392-2389,"Belarusian, English, Lithuanian, Polish, Russian, Ukrainian","Institute of Slavic Studies, Polish Academy of Sciences",Poland,FALSE,FALSE,2015-03-31T14:50:52Z,NA
Acta Zoológica Lilloana,NA,0065-1729,1852-6098,Spanish,Fundación Mguel Lillo,Argentina,FALSE,FALSE,2020-05-18T17:35:05Z,NA
Anuario de Estudios Medievales,NA,0066-5061,1988-4230,"Catalan, English, French, Italian, Portuguese, Spanish",Consejo Superior de Investigaciones Científicas,Spain,FALSE,FALSE,2011-06-16T15:21:21Z,NA
Archaeologia Polona,NA,0066-5924,2719-6542,English,Institute of Archaeology and Ethnology Polish Academy of Sciences,Poland,FALSE,FALSE,2021-03-29T12:59:38Z,NA
Archeion,NA,0066-6041,2658-1264,"Polish, English, French, German, Russian","The State Archives Head Office, Poland",Poland,FALSE,FALSE,2021-05-10T13:29:20Z,NA
Archivo Español de Arqueología,NA,0066-6742,1988-3110,"English, Spanish",Consejo Superior de Investigaciones Científicas,Spain,FALSE,FALSE,2015-05-28T18:32:36Z,NA
Archiwum Kryminologii,NA,0066-6890,NA,"English, Polish",Instytut Nauk Prawnych PAN,Poland,FALSE,FALSE,2020-07-21T16:31:07Z,NA
Arquivos Brasileiros de Cardiologia,NA,0066-782X,1678-4170,"English, Portuguese",Sociedade Brasileira de Cardiologia (SBC),Brazil,FALSE,FALSE,2004-04-23T21:31:00Z,NA
Boletim de Indústria Animal,NA,0067-9615,1981-4100,"English, Portuguese, Spanish",Instituto de Zootecnia,Brazil,FALSE,FALSE,2015-09-25T11:35:48Z,NA
Boletín de Filología,NA,0067-9674,0718-9303,Spanish,Universidad de Chile,Chile,FALSE,TRUE,2018-11-21T18:03:02Z,NA
Cuadernos de Historia del Arte,NA,0070-1688,2618-5555,Spanish,Universidad Nacional de Cuyo. Facultad de Filosofía y Letras. Insstituto de Historia del Arte,Argentina,FALSE,FALSE,2020-05-28T18:46:31Z,NA
Folia Forestalia Polonica: Series A - Forestry,NA,0071-6677,2199-5907,English,Sciendo,Poland,FALSE,FALSE,2015-05-08T09:55:34Z,NA
Historia (Santiago),Historia-UC,0073-2435,0717-7194,"English, Portuguese, Spanish",Instituto de Historia,Chile,FALSE,FALSE,2004-04-23T21:31:01Z,NA
Hoehnea,NA,0073-2877,2236-8906,"English, Portuguese, Spanish",Instituto de Botânica,Brazil,FALSE,FALSE,2016-12-18T17:03:51Z,NA
Iheringia: Série Botânica,NA,0073-4705,NA,"English, Portuguese",Fundação Zoobotânica do Rio Grande do Sul,Brazil,FALSE,FALSE,2016-10-10T09:10:37Z,NA
Iheringia: Série Zoologia,NA,0073-4721,1678-4766,"English, Portuguese, Spanish",Fundação Zoobotânica do Rio Grande do Sul,Brazil,FALSE,FALSE,2004-04-23T21:31:00Z,NA
Memórias do Instituto Oswaldo Cruz.,An International Journal of Biological and Biomedical Research,0074-0276,1678-8060,English,"Instituto Oswaldo Cruz, Ministério da Saúde",Brazil,FALSE,FALSE,2004-04-23T21:31:01Z,NA
The Iraqi Journal of Agricultural science,مجلة العلوم الزراعية العراقية,0075-0530,2410-0862,English,Baghdad University,Iraq,TRUE,FALSE,2015-07-02T13:14:24Z,200
Kasmera,NA,0075-5222,2477-9628,Spanish,Universidad de Zulia,"Venezuela, Bolivarian Republic of",FALSE,FALSE,2019-07-06T20:50:58Z,NA
Koedoe: African Protected Area Conservation and Science,NA,0075-6458,2071-0771,English,AOSIS,South Africa,TRUE,TRUE,2008-04-13T14:09:53Z,75.211358
Anales,Anales: Facultad de Ciencias Jurídicas y Sociales de la Universidad Nacional de La Plata,0075-7411,2591-6386,Spanish,Universidad Nacional de La Plata,Argentina,FALSE,FALSE,2019-12-30T17:13:09Z,NA
Lilloa,NA,0075-9481,2346-9641,Spanish,Fundación Miguel Lillo,Argentina,FALSE,FALSE,2019-08-02T02:17:39Z,NA
Łódzkie Studia Etnograficzne,NA,0076-0382,2450-5544,"English, Polish",Polskie Towarzystwo Ludoznawcze,Poland,FALSE,FALSE,2018-05-21T13:24:30Z,NA
